id	sentiment	words
"4122_10"	1	"I sure would like to see a resurrection of a up dated Seahunt series with the tech they have today it would bring back the kid excitement in me.I grew up on black and white TV and Seahunt with Gunsmoke were my hero's every week.You have my vote for a comeback of a new sea hunt.We need a change of pace in TV and this would work for a world of under water adventure.Oh by the way thank you for an outlet like this to view many viewpoints about TV and the many movies.So any ole way I believe I've got what I wanna say.Would be nice to read some more plus points about sea hunt.If my rhymes would be 10 lines would you let me submit,or leave me out to be in doubt and have me to quit,If this is so then I must go so lets do it."
"1850_1"	0	"Director Ron Atkins is certifiably insane. This ultra-low budget film chronicles a few days in the life of one Harry Russo (John Giancaspro, who also co-wrote), a nut-job who receives a Rubberneck doll from his bitch girlfriend. He starts to take orders from the doll to take massive amounts of drugs, rape and kill, not always in that order. What starts off as being a balls-to-the-wall exploitation film, well stays like that, but it gets VERY repetitive VERY fast. I'm leaning more toward the certifiably insane. It IS hard to forget once seen though. Kinda like if Tom Green ever did a horror film.<br /><br />My Grade:F <br /><br />Eye Candy: Laurie Farwell gets fully nude; Jasmin Putnam shows tits and bush <br /><br />ANTI-eye candy: seeing John completely naked repeatedly"
"9854_7"	1	"I can't stand it when people go see a movie when they know they won't like it. My mom likes violent movies, so why did she see it? She rated it just to bring down the rating. So I know that's why it didn't have a higher rating. I give it a 6/10"
"9982_3"	0	"Story starts slow and nothing funny happens for a while. All the action is in the end, but you won't have to laugh because the movie is funny, but because the story is pathetic.<br /><br />The funniest part is when Harvey 'I'm not Paranoia' Keitel really loses it and the judge starts a massacre. Oscars for this guy!"
"11923_3"	0	"An illegal immigrant resists the social support system causing dire consequences for many. Well filmed and acted even though the story is a bit forced, yet the slow pacing really sets off the conclusion. The feeling of being lost in the big city is effectively conveyed. The little person lost in the big society is something to which we can all relate, but I cannot endorse going out of your way to see this movie."
"3024_9"	1	"A film that dramatized an understandable reluctance to face the inevitable coming of the the second world war, when a Spanish Republican, sent by his soon to be overthrown government, (Charles Boyer) infiltrates himself into England looking for support for his cause by trying to influence wealthy mine owners not to sell coal to the fascists back in Spain. He upsets the locals, getting convincingly beaten in one scene, and later in the film facing an angry crowd of miners who see him as yet another threat to their shaky livelihood. Notwithstanding socio-economic hierarchy, xenophobia, and world politics, this film expertly delves into a dark and suspenseful intrigue involving unfaithful compatriots played by Katina Paxinou and Peter Lorre, and is expertly filmed in numerous darkly lit scenes set in a dreary hotel by James Wong Howe, and manages more than once to get under your skin."
"10731_7"	1	"I notice the DVD version seems to have missing scenes or lines between the posting of the FRF and the launch. <br /><br />They are to prove they can win the right to sit in the FRF other than the green team.<br /><br />Another scene is like during their failure at the simulation, Kevin gets Joaquin to clam down.<br /><br />I think the VHS edition other than the ABC one might have all the missing stuff.<br /><br />Otherwise I like to know which DVD release has the missing stuff.<br /><br />The DVD I have watched feels edited for television."
"6577_4"	0	"Small college town coed OD's? (Why do we care?) Acting sheriff investigates the incident. (Why do we care?) The interviews show us the comatose subject (Kirshner) as different as the opinions of the subjects being interviewed. (Why do we care?) Result? A mess of flashbacks in this mess of a movie featuring a handful of one-hit wonders and B-flick divas which begs the question...Why do we care?"
"778_10"	1	"I'm not much of an expert on acting or other movie details, but this movie just hit me deep. I don't think I'll ever forget it. One scene especially (I think that anybody who has seen the film will know of which one I am speaking) is imprinted on my brain.<br /><br />I also watched the similar movie Lilja 4-ever (as referred to by a previous commentator). It was also very moving, but not quite as straight to the point and brutal. If you are sensitive at all, either will bring tears to your eyes, but Anjos Do Sol (Angels of the Sun) may stay with you forever.<br /><br />This is very depressing subject matter, but I think, no, I HOPE that the film succeeds in bringing more attention to it.<br /><br />More people need to see this film!!!!!!"
"7839_4"	0	"Serge Farnel made a very precise critics of this film in the revue \"The Rwandese night\" (www.lanuitrwandaise.net)<br /><br />A critics which shows how France was behind all the situation undergone by the United Nations in Rwanda.<br /><br />The UN soldiers were in a dangerous situation while the french soldiers were warmly welcomed by the genocide forces.<br /><br />The day before, ten UN soldiers had been killed by the genocide forces.<br /><br />That is why the UN soldiers decided to protect their own lives by driving behind the french trucks.<br /><br />By doing so, they gave up the Tutsi which is unforgivable of course.<br /><br />But we must keep in mind that the french soldiers organized this situation."
"813_3"	0	"The Biggest one that bugs the hell out of me is that they say Zues takes DUTCH commands. But she is speaking German to him. The 2 languishes are completely different, its like saying \"well he takes French commands\" and start talking Spanish.<br /><br />James Belushi gives more the feeling of being a comedy actor not a detective in the slightest. The role just doesn't fit him, even if its mend to be a comedy.<br /><br />To many stereotype/predicable stuff. Typical comment or comebacks.<br /><br />If you don't look at those things i think it could be a nice movie to watch if its ever on TV. But i wouldn't suggesting renting it."
"2271_8"	1	"I've just finished listening to the director's commentary for this film, and I think the one big thing I got from it that I agree with is that this film, like Mann's The Insider, is completely subjective. It's from Howard's POV. So, any review or attempt at contemplating a set of comments about it, as Ebert did, is really about Nolte's character actually. If you feel, as he did, that the film \"does not work\", then you're saying, I think, that Howard does not work. And, to be frank, you might be right. Howard's reasoning and personality really wouldn't stand up to professional mental treatments and analysis.<br /><br />But, hey, that's the nature of people.<br /><br />Andrew."
"4172_10"	1	"Go, Igor, go, you are the proof that Slovenian films may, should and must be different. There's soul in it, and this is rare. Don't let anybody put you down!"
"6803_8"	1	"In one of her first movies, Romy Schneider shines as young queen Victoria of Britain, as she is suddenly put into the throne at the age of 18, learns to govern despite the machinations of the politicians, and eventually romances and marries Prince Albert of Saxony. Kitschy and campy (though surprisingly faithful to the real events), this romantic piece is irresistible. Seeing this movie about British royals spoken in German adds to its quaint charm. On that front, one wonders why an Austrian movie was made about an English queen; but then one remembers that in 1954, Austria was still under occupation by allied troops, including British ones. Maybe this was one of the reasons for the existence of this film."
"12290_1"	0	"I and a friend rented this movie. We both found the movie soundtrack and production techniques to be lagging. The movie's plot appeared to drag on throughout with little surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot."
"159_4"	0	"I have always admired Susan Sarandon for her integrity and honesty in her private life as well as her talents as an actor. I therefor found it strange that she would appear in a film that so distorted that facts. Her character's rescue from the South Pole was done by a Canadian charter company from Edmonton, Alberta flying a Canadian designed and built Twin Otter aircraft. The trip had been turned down by the US Airforce, Navy and Coast Guard as beyond their capabilities. The same company staged a similar rescue a few years later to bring out a man from the South Pole base. I feel that the film fairly represented a very gripping subject and documented a very courageous woman facing a frightening task. I fail to see why the producers would find it necessary ignore the bravery of the rescue pilots and show the rescue plane as a USAF Hercules."
"10802_8"	1	"I'm on the opposite end of the previous comment.<br /><br />First of all, I don't think this was intended to be a straight sequel to \"The Jerk\". I mean, it's not titled \"The Jerk 2\"... it's \"The Jerk, Too\", which leads me to believe that while a lot of the character names are the same, it actually revolves around a completely different person.<br /><br />Think about it: Virtually no connection to the previous movie, other than character names; a totally different story; different cast; and the fact that it's a partial musical.<br /><br />I say give this movie some credit. It does have plenty of laughs in it.. Mark Blankfield at his prime."
"5239_7"	1	"This movie shows how savage the troubles really are. People who do not want to be involved have no say in the way their lives are altered. This movie shows how the people of Northern Ireland, both Catholic and Protestant are held captive. At any moment their lives may be changed forever whether they want to be involved or not."
"3907_10"	1	"I find myself comparing all stand-up acts to this one performance now. Even older recorded performances I once thought were funny just don't seem as funny after seeing Eddie Izzard in this award-winning look at history, language disparities, and Englebert Humperdink..."
"9330_8"	1	"\"Dangerous Offender\" is the story of a seemingly anti-social girl, and how she got that way. It's based on a true story, and though I was irritated by the one-note depiction i.e. ever scowling, of the title character, and the hard-to-believe dedication of her lawyer, I'm forced to accept that life does imitate art, and that there are people out there like that.<br /><br />The movie succeeds, for me, because, although there's little softening of the title character's demeanour until almost the end, one is gradually moved to sympathy for her, as the movie shows how she got to her present state - which proves to be self-destructive, rather than anti-social.<br /><br />Truly a moving movie, which will bring a lump to your throat, when you think on it - which will be often.<br /><br />Despite its many flaws,(including that it's hard to watch, sometimes, because of bodily functions, and suicide attempts)this is another production that I'm proud to call Canadian."
"3426_7"	1	"That is no criticism of the film, but rather a comment on how blind we are to our own past. <br /><br />I recently watched Winter Soldier, and The Ground Truth was like watching a remake or sequel-- except it was about Iraq rather than Vietnam. Similar to Winter Soldier because of it's one-sided message, both films illustrate how gleefully we rush to engage in conflicts based on false pretenses, and allow our young and brave (and often naive) to bear the brunt of this greedy war profiteering. Both films effectively show that the mentality forced into the minds of the young and willing make them efficient killing machines, but the training falls woefully short of teaching the diplomatic and policing skills necessary to effectively win the hearts and minds of the people they're supposedly fighting for. This is ultimately what lost the war in Vietnam, and will likely lose the war in Iraq as well. <br /><br />My only negative comment is that the film is so one-sided it could be easily passed off as left- wing propaganda. Not by me, mind you, but by those aiming to discredit the film and message. A more balanced point of view would speak to a larger audience."
"4530_7"	1	"D.W. Griffith could have made any film he wanted to after the enormous financial success of 'The Birth of a Nation'; he chose to make the most technically ambitious film to that date, 'Intolerance.' He took a risk with such innovations in film montage and form, and the well-known financial train wreck resulted. Buster Keaton doesn't take that kind of a risk with 'Three Ages,' a parody of 'Intolerance.' This is Keaton's first feature-length film of his own (he only acted in 'The Saphead'). He had the fallback plan of dividing the three episodes in this film into three separate shorts, which Griffith did do with 'Intolerance.' Keaton didn't have to. Chaplin had already succeeded with feature-length comedies, so if Keaton was taking a risk here, it was completely calculated.<br /><br />Chaplin had already done a parody of another film, too, with 'Burlesque on Carmen' (1915). Keaton appears to allude to that film, as well. The wrestling scene in the Ancient Rome episode references the swordfight that turns into a wrestling match in Chaplin's film. The comical distance from the plot of both scenes is the same, too. Furthermore, Chaplin's film imitated the glossy style of DeMille's 'Carmen,' and Chaplin's film seemed a tribute to that film. Keaton doesn't attempt the radical editing, narrative structure or monumental nature in his parody, but it seems respectful of 'Intolerance' nonetheless. At least, the stories aren't told completely straightforward as in other post-'Intolerance' films, such as Dreyer's 'Leaves from Satan's Book' (Blade af Satans bog, 1921) and Fritz Lang's 'Destiny' (Der Müde Tod, 1921). There is some mild jumping back and forth between episodes.<br /><br />Where Keaton did take risks, however, is in his physical, daredevil comedy. That's Keaton unintentionally failing to jump across buildings in the modern episode. Reportedly, he was convinced to alter the scene rather than attempt the jump again. And, it wasn't just Keaton who took risks; the anachronistic baseball gag, for example, was rather dangerous. Thus, although in a different way, Keaton, like Griffith, took risks with his big film. And, I think they both succeeded."
"3150_1"	0	"This is supposed to be well-researched and based on fact. How come therefore that it's so packed with McGovernisms. Did the people of Derry live in some kind of bizarre Philip K. Dick world in which reality was uncannily like Cracker/ Liam/ Priest? Or is McGovern an idle hack who just keeps repeating hims"
"11885_7"	1	"This film made for French TV deals with the tragic effect it has for a close knit family. When Leo, the young man at the center of the story is diagnosed as having the AIDS virus, announces it to his parents, they just can't believe it. The film is a character study on how this family deals with its subject.<br /><br />The director, Christophe Honore, has to be congratulated for bringing this frank account to the screen. Nowhere but in France could this story make it to the movies because of the subject matter.<br /><br />The news has a devastating effect on Marcel, the young brother who hears about what Leo has contracted, in spite of the way the parents want to shelter him from reality.<br /><br />Yaniss Lespart and Pierre Mignard do a convincing job in portraying the brothers."
"2248_7"	1	"A surprising rent at a local video store, I was pleased to find a media satire worthy enough to challenge Oliver Stone's \"Natural Born Killers.\" And almost as disturbing. I think it went well with my viewing to be in late 2004 watching the Republican Machine do it's magic on the majority of America's television viewing populous. It brings up the question \"Are we really that manipulative?\" <br /><br />It definitely skewed my view. There was also a larger theological question being provoked- the story of Christ. Could word of mouth and overwhelming dependence on something exploitive as television produce a messiah? Could the story of Christ been exaggerated? Could it have been completely fabricated? It's something the movie puts in a extremely perceptive light."
"6068_9"	1	"Red Skelton was still another major star who made the transition from movies to television with ease.<br /><br />His shows certainly brought a laughter to the American households of years back.<br /><br />He would begin the show with an opening monologue. Afterwards, we would have a variety of characters. Remember Gertrude and Heathcliff in the monologue? How can we ever forget San Fernando Red? I remember one episode where as a king Red introduced his queen by referring to her as your fatness.<br /><br />Go know that Red would use his comedic talents to really hide from his tragic life. He lost a son to leukemia at age 11 or so. His wife, Georgia, died by suicide."
"5302_9"	1	"This movie kept me constantly entertained. In comparing this to Serial Mom, Mr. Waters has gone back to his grittier side. This is not nearly as polished.<br /><br />There is a dark side here. A message about how success and fame changes a person -- but more importantly how it changes the people around you.<br /><br />There is not a false moment in this film.<br /><br />The characters are somewhat cartoonish... but I want to believe that is what Mr. Waters is trying to achieve.<br /><br />It is fascinating to watch how Mr. Waters has evolved... This is truly his finest work."
"12454_7"	1	"magellan33 said: \"You can only do so much when the two stars of the show can only be seen by one fellow cast member.\"<br /><br />I assume, then, that you never heard of \"Topper\".<br /><br />Which, in addition to the two stars who could only be seen by one member of the cast, had a dog, ditto.<br /><br />This was the kind of program that had \"Not Gonna Make It\" written allover it from the first episode - it was like an arcade video game where you actually have to read the instructions to play; no-one (well, very few of us, apparently) wants to watch a comedy program that has a basic premise that actually requires *thought* to grasp."
"3952_10"	1	"I feel like I have some uber-rare disease that no one has heard of and I have finally come across a support group on the net! I finally found this title by asking for an answer on an \"experts\" site on the web. I too, saw this movie in my youth and was struck by the atmosphere and especially the ending. I have never forgotten it and have never seen it since. No one I know saw the film and I had almost given up on ever finding it's title. Alas, even knowing the name, I shall probably never see the film again as it is impossible to find commercially. Small steps...<br /><br />G"
"478_7"	1	"I'm rather surprised that no reviewer so far has commented on the rather elementary chess blunder in Luzhin's game as white against an unnamed opponent immediately before the final. Despite the use of Jonathan Speelman as consultant chess expert, Luzhin is shown winning the game with an illegal move. In between the rapid cuts away and back to the board it is not hard to spot that after Luzhin's combination culminating in a queen sacrifice, his rook on d1 is still pinned by black's rook at c1 against his king in the corner at h1. Thus he is unable to play the purported mating move Rd1-d8 which would be illegal - but he's shown doing so to rapturous applause from the audience."
"4179_10"	1	"This is the story of Australian commandos who are captured out of uniform after a raid. Since they are out of uniform, they are, justly, treated as spies. As such, they are tried, convicted, and sentenced to death. The Japanese court-martial, out of admiration for their heroism, authorizes that they be given a warrior's death. Of course, under the code of Bushido, this means that they are to be beheaded. A fate for which, as westerners, they are unprepared."
"5231_10"	1	"to communicate in film essential things of life - like what is life, does it have a meaning? - is sheer impossible. Of course possible answers to these questions are demonstrated in every film (story), but communication needs a direct appeal to consciousness. This happens if the input from the senses overrules the \"input\" from our mind, i.e. our thoughts. Few directors know how to communicate essential things. Tarkovsky, is one. His \"Stalker\" shows images of existence, communicates life as it shows itself and yet escapes your mind. I think De Zee and De Graaff do the same."
"10735_10"	1	"When this first came out 6 months after the tragedy, I didn't want to see it. I didn't want to open old wounds. I regretted it. Now I have seen the movie. Thank God I did. It shows you the bravery of all the FDNY and NYPD. I salute you. It offered me closure. I can now move on with my life."
"3742_1"	0	"It is so rare that I get to rate a movie without having some reservation as to whether I should have gone up one or down one but this one.....Did the explosion rate a notch higher, or one down because my brain hurt trying to CREATE a plot. No, THIS ONE....yeah, a solid, no brainer.....ONE/ten"
"10746_10"	1	"I live in Missouri, so the direct effects of terrorism are largely unknown to me, this brought it home. That two men would put themselves on the line in the way that those members of FDNY and NYPD did, just to document the horror that unfolded on that day. This film is a testament to those who lost their lives and the true evil that terror brings."
"4390_8"	1	"In the process of trying to establish the audiences' empathy with Jake Roedel (Tobey Maguire) the filmmakers slander the North and the Jayhawkers. Missouri never withdrew from the Union and the Union Army was not an invading force. The Southerners fought for State's Rights: the right to own slaves, elect crooked legislatures and judges, and employ a political spoils system. There's nothing noble in that. The Missourians could have easily traveled east and joined the Confederate Army.<br /><br />It seems to me that the story has nothing to do with ambiguity. When Jake leaves the Bushwhackers, it's not because he saw error in his way, he certainly doesn't give himself over to the virtue of the cause of abolition."
"12486_7"	1	"Well, this film is a difficult one really. To be straight with you, this film doesn't contain much of a riveting story, nore does it make u 'want' to know how it'll end...but I'll tell you something now...never have I been as tense and jumped up before in my life! This film sure does deliver the jumps and thrills! To be fair, I did watch it at almost midnight so I was kinda sleepy anyway, so maybe that explains why I was jumpy...or maybe it's because this film does deliver in that aspect! It's basically about a couple who lose their child in a tragic event. They decide to move away and rent a cabin looking thing in the mountains...all looks peaceful and calm until they have their first visitors (i think it's it's the sister of the main character, and she brings along her husband)...during the night, the husband hears noises...checks it out, and thats when things start to go really really wrong...they don't stay for another day and tell the couple they should leave asap as something isn't right...to cut a long story short...eventually they find out what has happened in that house in the past few years and decide it needs to be taken care of.<br /><br />It's not a Hollywood blockbuster, nore does it have a huge budget, but please don't let that put you off. It's creepy, tense and very very jumpy! Just give it a try :)"
"10257_8"	1	"what can i say about this film that hasnt already been said? well to tell the truth alot of it looks very fake like some of the slaps and the kicks. how charlie sheen though this was real i dont know. im sure they would be hitting and kicking her alot harder if it was. however the scenes with the pinching and the hot oil look very real. and the final needle in the eye scene is amazingly done and is probibly the only thing on film that has ever shocked me."
"10190_1"	0	"After watching this on the MST3K episode, I have to wonder how many movies this film borrows from. It seems to combine elements of Logans Run, Farenheight 451, Final Sacrifice and at least several others. At one point I was really expecting Cris Makepease to call Lee Majors ROWSDOWER. <br /><br />I wonder if the director has any clue how many holes there are in the plot. like the fact that, even though gas is unavailable, there is plenty of it in abandoned gas stations, and the stations are located close enough together to keep an F1 race car going all the way across the country."
"6001_2"	0	"This may sound crazy to even the people who remember this show...But I remembered this as being live-action. I don't think I ever saw the cartoon. but movie? maybe. I remember it very clearly. The guy was in a building kinda like a showroom. He even had the red jacket. It was dark out and he turned into a red car and there was this guy on the second level looking down at him. The car/guy spun around and crashed through the big showroom type window and out onto the street. And then proceeded to drive off. That is all I remember. I really hope someone else out there remembers this too. If not, Maybe I'm still crazy. But I'm hoping I'm not."
"11594_10"	1	"I just found the IMDb and searched this film and I was moved almost to tears by the comments of all the people who saw this film as I did when 6 or so years old in 1967?. I saw it before the Jungle Book so I was Eagle Boy for a few hours and then Mowgli for the next year. I burst into tears at the cinema when the boy turned into the Eagle and always wanted to see the film again. When we got home we had a Roast chicken dinner and I got the wish bone and guess who I wished to be? My dad then said 'I bet you wished to be an Eagle' and of course we all know that wishes are broken if someone guesses so more tears and a little resentment to this day for not being able to fly away..."
"6360_1"	0	"May I please have my $13.00 back? I would have rather watched \"Hydro- Electric Power Comes to North America\". Again. This is a movie with one voice. The same voice, which comes out of every characters mouth regardless of age or gender. To listen to that voice again I would have to charge at least $150 an hour. And I don't take insurance. It was eerie watching Will Ferrell morph into Woody. But I don't think imaginative casting is enough. One should wait until they have a story before they bother making a movie. Unless he's just doing it for the money. And if that's the case why not just reissue an All-Rap version of \"What's up Tiger Lily?\""
"508_3"	0	"Early film directed by D.W. Griffith; it features a gloriously happy King (Arthur V. Johnson) and his Queen (Marion Leonard) - but, wait! When the King leaves the scene, his Queen makes music with the palace's Minstrel (Henry B. Walthall). When the King discovers the lovers, he decides to enact a horrific Edgar Allen Poe-type revenge. It's difficult to believe the lovers can't hear those plotting against them; although the actors are trying to look alternately noisy (the lovers) and quiet (the cement mixers). The sets make \"The Sealed Room\" look very staged. The performances are okay, and the story is easy to follow. <br /><br />*** The Sealed Room (9/2/09) D.W. Griffith ~ Arthur V. Johnson, Henry B. Walthall, Marion Leonard"
"307_1"	0	"...okay, maybe not all of it. Lured by the false promise of bikini-clad women on the movie's cover...but the HORROR...THE HORROR... ...whatever you do, do NOT watch this movie. Gouge out your eyes, repeatedly bash your skull in...do what it takes. Never again--never forget!<br /><br />"
"804_4"	0	"I rated this movie a 1 since the plot is so unbelievable unbelievable. Judge for yourself. Be warned, the following will not only give away the plot, but will also spoil your appetite for watching the movie.<br /><br />A computer virus, designed by a frustrated nerd, sends out a code through television screens and computer monitors. When the code - in the form of light - enters the eye it can access the 'electrical system' of your body. What it does is forcing the body cells into excretion of calcium. Within seconds after infection the patient reaches for his neck, develops tunnel vision, his skin will turn white of the calcium, after which he falls and his hand and scull will crack in a cloud of chalk. <br /><br />This virus is very intelligent. When it finds out that a blind computer expert is trying to disassemble the code with a braille output device - operated by hands - the device is set on a very high voltage, which causes severe burning wounds on the skin of the expert's head. The virus also senses aggression against remote controls and the keyboard of an ATM. Fortunately it could be stopped by throwing over outdated desktop pc's in a rack and electrocuting the nerd with his back on a broken computer and his feet in some spilled water.<br /><br />Oh dear..."
"9298_9"	1	"Simply, one of the funiest movies i've ever seen. It's a parody of crime-life, parody of everything that represents the Chicago 1930.- There is no realy need to underestimate this movie because rating is under 5. Its a opinion of a mass, and mass is hypnotized. Who decide to watch it - it will regret, Who decide not to watch it - will regret more."
"4531_4"	0	"\"A death at a college campus appears to be a suicide but is actually a cover for murder. The dead man's roommate finds himself embroiled in a mystery as he tries to uncover the truth behind the young man's murder. Twists and turns, as well as some false leads, makes this a tough case for our collegiate hero to solve, let alone (keep) out of the clutches of the killer,\" according to the DVD sleeve's synopsis.<br /><br />The stars may be bigger than the movie. Handsome Charles Starrett (as Ken Harris), who has a small \"lingerie\" scene, became one of the top western stars of the forties, peaking in \"The Return of the Durango Kid\" (1945). The man playing his father, Robert Warwick (as Joseph Harris), was one of the most respected actors of the teens, beginning with his performance in \"Alias Jimmy Valentine\" (1915). Watch out for red herrings. <br /><br />**** A Shot in the Dark (2/1/35) Charles Lamont ~ Charles Starrett, Robert Warwick, James Bush"
"2100_3"	0	"You'd think the first landing on the Moon would be dramatic enough without needing to make up stuff about it. However, this documentary seems to need to cast everything in the scariest possible light. It talks about the risks associated with the lunar module and mentions Armstrong's nearly fatal accident with the training vehicle, as if the trainer and the spacecraft had anything to do with each other. It makes the computer overload problem (the 1202 and 1201 alarms) encountered during the final landing sequence sound like a near-catastrophe when it was just an annoyance and not a risk to the crew at all. And it takes the \"thirty seconds\" call to mean thirty seconds of fuel left before running out, when it's actually thirty seconds before an abort is mandatory.<br /><br />If you want to see a documentary or dramatization of Apollo 11, go for \"From the Earth to the Moon\" or one of the PBS documentaries, but skip this one."
"6487_10"	1	"This is what we can do to each other. This is the sort that everbody should see at least once.<br /><br />It does not glorify world. It shows that it is the everyday person who is killed, mained and debased by war. The person on the \"other side\" eats sleeps, laughs and cry just as we do."
"6944_2"	0	"The premise of the film is that Thomas Archer's son was murdered and his wife was brutalized -- and he is given a chance at revenge when (after Post Traumatic Stress Disorder therapy), he is put in a room with a man strapped to a chair and told this was the culprit. He is given a large table of implements with which to offer retribution: drills, bats, nails, sledgehammers, torches, whatever you can think of that someone could possibly want to use to physically hurt another human being.<br /><br />We go way too many scenes of torture before we figure out that The Man Archer is torturing is not the man who committed the crime. The two then create an uncomfortable alliance; who put them in this situation and why.<br /><br />Well, when all is said and done, we don't really care..."
"1646_9"	1	"Portrays the day to day stark reality of survival on a ranch in the old west. Outstanding acting by both principal actors. This doesn't even feel like a movie...you feel like you're there. Animal activists should beware...many scenes are obviously not just realistic...they are real."
"1260_10"	1	"The movie was a suspenseful, and somewhat dark, look at the severe results of a genuinely human mistake. Connery and Fishburne work very well together in this thriller about murder and redemption. Keep your boots on for the strange turnaround at the end of the movie...you'd never expect it!"
"7787_10"	1	"This movie captures the essence of growing up in smalltown America for a young girl on her own. The realism and subtle nuances, offered to Ashley Judd's character, Ruby, by the storyline, capture what can only be described as a true to life setting in the panhandle of Florida. From the slam of a screen door, to the lack of work, the echoes of what life is really like on the \"red-neck riviera\" provide rough choices for the young girl. Paradise did not come easy. But she slowly overcomes obstacles and deceit, and learns to be her own woman, with a strength that flows from within. Ashley Judd's winning smile, and infectious gait exude warmth and command respect and admiration. The careful pace of the character development resembles that of \"Ulee's Gold\" in 1997, starring Peter Fonda, and also directed by Victor Nunez."
"9126_3"	0	"....shut it off. The prologue with Fu Manchu's birthday, and the opening credits of the assassins training, is amusing. Then it drops off faster than hair sprayed with Neat. Look for a cameo by Cato in the beginning, with a figurative wink at the audience."
"8130_10"	1	"Just a note to add to the above comment. Fear of a Black Hat doesn't have the criminal who's image has been ripped off by the band, that's in CB4. Easily confused as the two films are so similar, but Black Hat is vastly the superior of the two..... yeah."
"9089_2"	0	"The movie has only one flaw, unfortunately this flaw damages all credibility of the piece.<br /><br />It starts with the condemnation of the Israeli occupation of disputed territories. It fails to address the reason Israelis are there. Egypt, Syria, Iraq and Jordan attacked Israel. This is why Israel \"occupys\" their land, because those countries lost it in a war they started.<br /><br />The film also claims that Israel has defied the U N by not complying with Resolution 242. Problem is, 242 was rejected immediately upon it's inception by.....the palestinians, making it void.<br /><br />Many films are put together well, and can really show footage that changes minds, but remember, when watching anything, believe none of what you hear, and only half of what you see.<br /><br />All participants in this film are known critics of Israel, and some have made many antisemitic public comments, removing any possible credibility to their words.<br /><br />All participants are in dire need of a actual history lesson taught objectively, not by some palestinian sympathizer."
"11483_10"	1	"The thing that makes this movie so scary is the way that it portrays Andre and Calvin as (relatively) normal guys. These are definitely not people who want to become professional filmmakers since they goof around in front of the camera, forget scripted lines, etc. They are only making the video as a diary to show 'the survivors' how normal their lives were. Their parents just think the guys are filming for a family home video. By researching other kids attacks on their schools, Andre and Calvin learn what not to do and they inform (usually in a silly 'This Old House' kind of way) any potential 'Andres and Calvins' who might be watching this video how to make bombs, get weapons, and not get caught before Zero Day (the day of the attack)."
"6017_8"	1	"There's no way to confront 'Zabriskie Point' from a rational standpoint or attempt to describe it using words and conventions you'd use for other movies. This is because it isn't a movie. It's an idea and a feeling that the filmmakers have that somehow got turned into an object as mundane as a film. What we see are not the unfoldings of a plot, but rather a sequence of events that we don't see in films every day but only imagine happening as the background we ourselves will supply when we hear about some tragic event in the news of or from friends. We we see is our imagination of people that are abstractions to us- no one we know, but we've doubtless heard of them in a book or on TV or somewhere. So what do we see? Events. We see people arguing, driving, and inevitably, escaping. Only the escape is from something intangible- it is the collective situation and cruelty that the mass of a civilization has allowed to exist though laziness, or...human nature. Set in late 1960s Los Angeles, our players act against and in response to the self-inflicted miseries of modern existence. These creatures are effectively blank slates that can display any trait we can imagine if we desire. Although the actions taken might be seen as criminal or irresponsible, , the characters are not themselves criminals. They are human beings seeking a return to a familiar, non-manufactured existence that is beyond the normalcy they experience everyday. Not that they are ever happy or sad, but they achieve a type of self actualization when they move beyond and away from the suicide of modern living. They only achieve true life in the natural world, even though that is the next victim of modern existence. At the end, 'Zabriski Point' is a eulogy of humanities attachment to the natural world. As even the most desolate pieces of the earth succumb to our notions of progress, we lose our souls on the path to death of the human spirit."
"3727_10"	1	"Tigerland is one of the finest films that i have seen, and in my opinion it outdoes even full metal jacket, a film of similar nature. Bozz is played exceptionally well by Farrell, and is a character who stays in your mind long after the film ends. The ending is brilliantly cut by schumacher - with the melodic harmony singing and the slow mo of the troops preparing to leave. What a film."
"10198_8"	1	"I'm grateful to Cesar Montano and his crew in reviving the once-moribund Visayan film understorey. \"Panaghoy\" is hopefully the forerunner of a resurgence in this vernacular (that claims more speakers than Tagalog). The dialect and lifestyle details are accurately reminiscent of this region of the Philippines. Downside: the corny and stilted acting of the American antagonist. The other item that I didn't appreciate was the lack of authenticity in the \"period\" costume of the same character, and above all, his bright red kit-car that I suppose was meant to pass for a 1930s roadster. Without those small yet glaring details, \"Panaghoy\" would've been at least a 9 out of 10 on my rating--daghang salamat, Manoy Cesar! Addendum: this film sure beats Peque Gallaga's \"Oro, Plata, Mata\", which provided a different view of the Visayas during the Second World War. Alos, there are some parts where the cinematography harks back to Spielberg's \"The Color Purple\" and the storyline begins to become reminiscent of \"Noli Me Tangere\"."
"5207_3"	0	"Anemic comedy-drama, an unhappy, seemingly rushed affair featuring Cher as a woebegone housewife who slowly makes friends with the hit-man who's been hired to kill her by her husband. Chazz Palminteri, as the talkative hired gun, adapted the screenplay from his own play, with stagy set-ups and back-and-forth dialogue that quickly tires the eye and ear. An air of gloom hangs over the entire project, and director Paul Mazursky can't get Cher out of her perpetual funk (she's listless). Despite all the top talent (including Robert De Niro as one of the producers), \"Faithful\" is fraudulent, with no substance to the story and characters who rarely come to life. *1/2 from ****"
